CUSTOMER;AGE;GENDER;OCCUPATION;TOTAL_INCOME;AREA;OBJECT_VER_NEW
2764;32;L;WIRASWASTA NON FORMAL;4000000;08. SUMATERA UTARA;2W_MPL
2765;33;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
2766;50;L;WIRASWASTA NON FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BEKAS
2767;49;L;PEG.SWASTA FORMAL;8000000;09. SUMATERA SELATAN;MOTOR BEKAS
2768;41;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
2769;41;P;WIRASWASTA NON FORMAL;8100000;09. SUMATERA SELATAN;MOTOR BARU
2770;50;L;WIRASWASTA NON FORMAL;2850000;09. SUMATERA SELATAN;2W_MPL
2771;50;L;WIRASWASTA NON FORMAL;3100000;09. SUMATERA SELATAN;MOTOR BARU
2772;24;L;WIRASWASTA NON FORMAL;2465000;09. SUMATERA SELATAN;MOTOR BARU
2773;44;L;WIRASWASTA NON FORMAL;5600000;09. SUMATERA SELATAN;MOTOR BARU
2774;23;L;WIRASWASTA NON FORMAL;5600000;04. JATENG;MOTOR BEKAS
2775;49;P;WIRASWASTA NON FORMAL;4000000;04. JATENG;MOTOR BARU
2776;28;L;PEG.SWASTA FORMAL;3800000;04. JATENG;MOTOR BARU
2777;21;L;PEG.SWASTA NON FORMAL;2250000;04. JATENG;2W_MPL
2778;21;L;WIRASWASTA NON FORMAL;4320000;02. JABAR;MOTOR BARU
2779;45;L;WIRASWASTA NON FORMAL;24304000;02. JABAR;MOTOR BARU
2780;20;L;PEG.SWASTA FORMAL;12200000;02. JABAR;MOTOR BARU
2781;38;L;WIRASWASTA NON FORMAL;3300000;03. JATIM;MOTOR BARU
2782;26;P;PEG.SWASTA FORMAL;5000000;03. JATIM;MOTOR BARU
2783;48;P;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
2784;27;L;WIRASWASTA FORMAL;7500000;03. JATIM;MOTOR BARU
2785;35;L;PEG.SWASTA NON FORMAL;6500000;02. JABAR;MOTOR BARU
2786;47;L;WIRASWASTA NON FORMAL;6500000;02. JABAR;2W_MPL
2787;57;P;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
2788;28;L;PEG.SWASTA FORMAL;3500000;03. JATIM;MOTOR BARU
2789;44;L;WIRASWASTA FORMAL;4200000;03. JATIM;MOTOR BARU
2790;41;P;PEG.NEGERI;3000000;03. JATIM;DURABLE
2791;33;P;PROFESIONAL;3000000;03. JATIM;DURABLE
2792;35;L;WIRASWASTA NON FORMAL;2100000;06. SULAWESI;2W_MPL
2793;23;P;WIRASWASTA NON FORMAL;3550000;06. SULAWESI;2W_MPL
2794;34;L;WIRASWASTA NON FORMAL;3100000;06. SULAWESI;MOTOR BEKAS
2795;22;P;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;2W_MPL
2796;46;P;PEG.NEGERI;3000000;06. SULAWESI;MOTOR BEKAS
2797;40;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
2798;19;P;PEG.SWASTA FORMAL;7200000;01. JABOTABEK;MOTOR BEKAS
2799;55;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
2800;32;P;PEG.NEGERI;3375000;09. SUMATERA SELATAN;MOTOR BARU
2801;48;P;PEG.NEGERI;4600000;09. SUMATERA SELATAN;MOTOR BARU
2802;50;P;WIRASWASTA NON FORMAL;3040000;09. SUMATERA SELATAN;MOTOR BARU
2803;29;L;WIRASWASTA NON FORMAL;5000000;09. SUMATERA SELATAN;MOTOR BARU
2804;49;L;WIRASWASTA NON FORMAL;4915000;09. SUMATERA SELATAN;MOTOR BARU
2805;26;L;PEG.SWASTA NON FORMAL;3704000;08. SUMATERA UTARA;MOTOR BEKAS
2806;46;L;WIRASWASTA NON FORMAL;4818000;08. SUMATERA UTARA;2W_MPL
2807;45;L;WIRASWASTA NON FORMAL;6320000;08. SUMATERA UTARA;MOTOR BARU
2808;53;P;WIRASWASTA NON FORMAL;3000000;08. SUMATERA UTARA;MOTOR BEKAS
2809;30;L;PEG.SWASTA FORMAL;4600000;08. SUMATERA UTARA;MOTOR BEKAS
2810;45;L;WIRASWASTA NON FORMAL;3150000;09. SUMATERA SELATAN;MOTOR BARU
2811;40;L;WIRASWASTA NON FORMAL;2850000;09. SUMATERA SELATAN;MOTOR BEKAS
2812;23;L;WIRASWASTA NON FORMAL;2500000;09. SUMATERA SELATAN;MOTOR BARU
2813;36;L;WIRASWASTA NON FORMAL;3432000;09. SUMATERA SELATAN;MOTOR BARU
2814;43;L;WIRASWASTA NON FORMAL;3200000;08. SUMATERA UTARA;2W_MPL
2815;40;L;WIRASWASTA NON FORMAL;3300000;09. SUMATERA SELATAN;MOTOR BARU
2816;30;L;WIRASWASTA NON FORMAL;2200000;09. SUMATERA SELATAN;MOTOR BARU
2817;34;P;WIRASWASTA NON FORMAL;3500000;06. SULAWESI;MOTOR BARU
2818;27;P;WIRASWASTA NON FORMAL;3500000;06. SULAWESI;2W_MPL
2819;49;P;WIRASWASTA NON FORMAL;4500000;06. SULAWESI;2W_MPL
2820;19;L;PEG.SWASTA FORMAL;3750000;06. SULAWESI;MOTOR BARU
2821;21;L;PEG.SWASTA FORMAL;2150000;08. SUMATERA UTARA;MOTOR BEKAS
2822;46;L;WIRASWASTA NON FORMAL;4000000;08. SUMATERA UTARA;MOTOR BEKAS
2823;30;L;PEG.SWASTA FORMAL;4000000;08. SUMATERA UTARA;MOTOR BEKAS
2824;29;L;PEG.SWASTA FORMAL;2300000;08. SUMATERA UTARA;2W_MPL
2825;38;L;PEG.SWASTA FORMAL;2475400;08. SUMATERA UTARA;2W_MPL
2826;30;L;PEG.SWASTA FORMAL;3200000;03. JATIM;MOTOR BARU
2827;47;P;WIRASWASTA NON FORMAL;6000000;03. JATIM;MOTOR BARU
2828;26;L;WIRASWASTA NON FORMAL;4040000;02. JABAR;MOTOR BEKAS
2829;51;L;PEG.SWASTA NON FORMAL;5400000;02. JABAR;2W_MPL
2830;44;L;WIRASWASTA NON FORMAL;4000000;03. JATIM;MOTOR BARU
2831;40;P;WIRASWASTA NON FORMAL;5000000;03. JATIM;2W_MPL
2832;38;L;PEG.SWASTA FORMAL;12722114;03. JATIM;DURABLE
2833;20;P;WIRASWASTA NON FORMAL;1100000;03. JATIM;MOTOR BARU
2834;38;L;WIRASWASTA NON FORMAL;8800000;03. JATIM;2W_MPL
2835;38;L;WIRASWASTA NON FORMAL;3400000;09. SUMATERA SELATAN;MOTOR BEKAS
2836;42;L;WIRASWASTA NON FORMAL;2900000;09. SUMATERA SELATAN;MOTOR BARU
2837;39;L;WIRASWASTA NON FORMAL;3650000;09. SUMATERA SELATAN;MOTOR BARU
2838;48;L;WIRASWASTA NON FORMAL;5100000;09. SUMATERA SELATAN;MOTOR BARU
2839;39;L;WIRASWASTA NON FORMAL;6733000;09. SUMATERA SELATAN;MOTOR BARU
2840;43;L;WIRASWASTA NON FORMAL;3150000;09. SUMATERA SELATAN;MOTOR BEKAS
2841;28;L;WIRASWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
2842;22;P;WIRASWASTA NON FORMAL;9861000;09. SUMATERA SELATAN;MOTOR BARU
2843;60;L;WIRASWASTA NON FORMAL;5900000;08. SUMATERA UTARA;2W_MPL
2844;54;L;PEG.NEGERI;4500000;09. SUMATERA SELATAN;MOTOR BARU
2845;30;L;PEG.SWASTA FORMAL;3000000;09. SUMATERA SELATAN;MOTOR BARU
2846;35;P;WIRASWASTA NON FORMAL;3040000;09. SUMATERA SELATAN;MOTOR BARU
2847;41;L;WIRASWASTA NON FORMAL;3300000;09. SUMATERA SELATAN;MOTOR BEKAS
2848;35;L;PEG.SWASTA FORMAL;2400000;08. SUMATERA UTARA;MOTOR BEKAS
2849;43;L;WIRASWASTA NON FORMAL;2406250;09. SUMATERA SELATAN;2W_MPL
2850;38;P;WIRASWASTA NON FORMAL;1365000;09. SUMATERA SELATAN;MOTOR BEKAS
2851;43;L;PEG.NEGERI;6000000;09. SUMATERA SELATAN;MOTOR BARU
2852;46;L;PEG.SWASTA FORMAL;5700000;09. SUMATERA SELATAN;MOTOR BARU
2853;37;L;TNI / POLISI;7615400;09. SUMATERA SELATAN;4W_MPL
2854;45;P;WIRASWASTA NON FORMAL;3250000;09. SUMATERA SELATAN;MOTOR BARU
2855;42;L;PEG.NEGERI;3215300;09. SUMATERA SELATAN;MOTOR BARU
2856;21;L;WIRASWASTA NON FORMAL;4680000;09. SUMATERA SELATAN;MOTOR BARU
2857;32;L;WIRASWASTA NON FORMAL;3250000;09. SUMATERA SELATAN;MOTOR BARU
2858;26;L;WIRASWASTA NON FORMAL;6150000;08. SUMATERA UTARA;MOTOR BARU
2859;40;L;WIRASWASTA NON FORMAL;5400000;08. SUMATERA UTARA;MOTOR BARU
2860;31;L;PEG.SWASTA NON FORMAL;3500000;08. SUMATERA UTARA;MOTOR BEKAS
2861;22;L;PEG.SWASTA FORMAL;2800000;08. SUMATERA UTARA;MOTOR BARU
2862;46;L;WIRASWASTA NON FORMAL;19500000;08. SUMATERA UTARA;MOBIL BARU
2863;31;P;PEG.NEGERI;2800000;09. SUMATERA SELATAN;MOTOR BARU
2864;29;L;PEG.SWASTA NON FORMAL;8300000;06. SULAWESI;MOTOR BARU
2865;50;P;PEG.NEGERI;10400000;06. SULAWESI;MOTOR BARU
2866;57;P;PEG.NEGERI;4000000;06. SULAWESI;MOTOR BARU
2867;45;L;WIRASWASTA NON FORMAL;2944000;09. SUMATERA SELATAN;MOTOR BEKAS
2868;45;P;WIRASWASTA NON FORMAL;3348000;08. SUMATERA UTARA;2W_MPL
2869;41;P;WIRASWASTA NON FORMAL;3400000;08. SUMATERA UTARA;2W_MPL
2870;40;L;WIRASWASTA NON FORMAL;7900000;06. SULAWESI;MOTOR BEKAS
2871;34;L;PEG.NEGERI;4200000;06. SULAWESI;2W_MPL
2872;49;L;WIRASWASTA NON FORMAL;3350000;06. SULAWESI;2W_MPL
2873;52;L;WIRASWASTA NON FORMAL;4100000;06. SULAWESI;MOTOR BARU
2874;22;L;PEG.SWASTA FORMAL;3000000;08. SUMATERA UTARA;MOTOR BARU
2875;46;L;WIRASWASTA NON FORMAL;3240000;08. SUMATERA UTARA;MOTOR BEKAS
2876;34;L;PEG.SWASTA FORMAL;4000000;08. SUMATERA UTARA;MOTOR BARU
2877;38;L;PEG.SWASTA FORMAL;5000000;08. SUMATERA UTARA;MOTOR BARU
2878;52;L;PEG.SWASTA FORMAL;2800000;08. SUMATERA UTARA;MOTOR BARU
2879;42;L;WIRASWASTA NON FORMAL;1900000;08. SUMATERA UTARA;MOTOR BARU
2880;44;L;WIRASWASTA NON FORMAL;2100000;08. SUMATERA UTARA;MOTOR BARU
2881;48;P;PEG.SWASTA FORMAL;5000000;08. SUMATERA UTARA;MOTOR BARU
2882;46;L;WIRASWASTA NON FORMAL;10200000;07. BALI & NTT/B;MOBIL BEKAS
2883;40;L;WIRASWASTA NON FORMAL;5000000;02. JABAR;DURABLE
2884;47;L;PEG.SWASTA FORMAL;3500000;02. JABAR;MOTOR BARU
2885;27;L;WIRASWASTA NON FORMAL;4900000;04. JATENG;MOTOR BARU
2886;42;L;PEG.NEGERI;4000000;04. JATENG;MOTOR BARU
2887;27;L;PEG.SWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BARU
2888;36;P;PEG.NEGERI;8442300;04. JATENG;MOBIL BARU
2889;54;L;PEG.SWASTA FORMAL;5220000;05. KALIMANTAN;MOTOR BARU
2890;37;P;PEG.SWASTA FORMAL;5800000;04. JATENG;MOTOR BARU
2891;55;P;WIRASWASTA NON FORMAL;2500000;04. JATENG;2W_MPL
2892;38;P;PEG.SWASTA FORMAL;3500000;04. JATENG;MOTOR BARU
2893;42;P;WIRASWASTA NON FORMAL;3000000;05. KALIMANTAN;MOTOR BEKAS
2894;46;P;WIRASWASTA NON FORMAL;8500000;04. JATENG;MOTOR BARU
2895;56;L;WIRASWASTA NON FORMAL;8000000;04. JATENG;4W_MPL
2896;31;P;WIRASWASTA NON FORMAL;5000000;05. KALIMANTAN;MOTOR BARU
2897;39;P;PEG.SWASTA FORMAL;3700000;05. KALIMANTAN;MOTOR BEKAS
2898;37;P;PEG.SWASTA NON FORMAL;7050000;06. SULAWESI;DURABLE
2899;37;L;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;DURABLE
2900;52;L;WIRASWASTA NON FORMAL;2500000;08. SUMATERA UTARA;2W_MPL
2901;57;L;WIRASWASTA NON FORMAL;4000000;08. SUMATERA UTARA;2W_MPL
2902;54;P;WIRASWASTA NON FORMAL;8000000;08. SUMATERA UTARA;MOTOR BEKAS
2903;33;L;PEG.SWASTA FORMAL;5000000;06. SULAWESI;MOTOR BARU
2904;32;L;WIRASWASTA NON FORMAL;1800000;08. SUMATERA UTARA;MOTOR BARU
2905;43;L;WIRASWASTA NON FORMAL;5000000;08. SUMATERA UTARA;MOTOR BARU
2906;28;L;PEG.SWASTA FORMAL;4100000;08. SUMATERA UTARA;MOTOR BARU
2907;30;L;PEG.SWASTA NON FORMAL;5000000;04. JATENG;MOTOR BARU
2908;46;L;WIRASWASTA NON FORMAL;4500000;04. JATENG;MOTOR BEKAS
2909;20;L;WIRASWASTA NON FORMAL;2700000;09. SUMATERA SELATAN;MOTOR BARU
2910;44;L;PEG.SWASTA FORMAL;4000000;05. KALIMANTAN;MOTOR BARU
2911;47;L;WIRASWASTA NON FORMAL;20000000;04. JATENG;MOBIL BARU
2912;36;P;WIRASWASTA NON FORMAL;26400000;04. JATENG;4W_MPL
2913;32;P;PEG.SWASTA FORMAL;36386000;04. JATENG;MOBIL BARU
2914;41;P;WIRASWASTA NON FORMAL;4500000;04. JATENG;MOTOR BARU
2915;36;L;WIRASWASTA NON FORMAL;2500000;04. JATENG;2W_MPL
2916;39;L;WIRASWASTA NON FORMAL;8800000;05. KALIMANTAN;MOTOR BEKAS
2917;37;L;PEG.SWASTA NON FORMAL;4000000;04. JATENG;MOTOR BEKAS
2918;45;L;WIRASWASTA NON FORMAL;3000000;04. JATENG;MOTOR BARU
2919;38;L;PEG.SWASTA FORMAL;3800000;05. KALIMANTAN;MOTOR BARU
2920;34;P;PEG.SWASTA FORMAL;3600000;05. KALIMANTAN;MOTOR BARU
2921;24;L;WIRASWASTA NON FORMAL;6500000;05. KALIMANTAN;MOTOR BEKAS
2922;46;L;WIRASWASTA NON FORMAL;9700000;05. KALIMANTAN;MOBIL BEKAS
2923;31;P;WIRASWASTA NON FORMAL;9000000;05. KALIMANTAN;MOTOR BEKAS
2924;50;L;PEG.NEGERI;3500000;06. SULAWESI;DURABLE
2925;46;L;PEG.SWASTA FORMAL;2775000;06. SULAWESI;DURABLE
2926;24;L;WIRASWASTA NON FORMAL;3500000;05. KALIMANTAN;2W_MPL
2927;44;L;WIRASWASTA NON FORMAL;3600000;05. KALIMANTAN;MOTOR BEKAS
2928;26;L;PEG.SWASTA NON FORMAL;5360000;05. KALIMANTAN;MOTOR BARU
2929;42;L;PEG.SWASTA NON FORMAL;4000000;06. SULAWESI;DURABLE
2930;29;L;WIRASWASTA NON FORMAL;2100000;09. SUMATERA SELATAN;MOTOR BARU
2931;34;L;PEG.SWASTA FORMAL;2800000;09. SUMATERA SELATAN;MOTOR BEKAS
2932;26;L;PEG.SWASTA NON FORMAL;2240000;09. SUMATERA SELATAN;MOTOR BEKAS
2933;32;L;WIRASWASTA NON FORMAL;3500000;05. KALIMANTAN;2W_MPL
2934;45;L;WIRASWASTA NON FORMAL;3500000;09. SUMATERA SELATAN;MOTOR BARU
2935;22;L;PEG.SWASTA FORMAL;2500000;09. SUMATERA SELATAN;MOTOR BARU
2936;26;L;WIRASWASTA NON FORMAL;4300000;09. SUMATERA SELATAN;MOTOR BEKAS
2937;50;L;WIRASWASTA NON FORMAL;7000000;09. SUMATERA SELATAN;MOTOR BARU
2938;45;P;PEG.SWASTA FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
2939;29;L;WIRASWASTA NON FORMAL;7400000;09. SUMATERA SELATAN;MOTOR BARU
2940;22;L;PEG.SWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
2941;49;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
2942;33;L;PEG.SWASTA FORMAL;2500000;08. SUMATERA UTARA;MOTOR BEKAS
2943;42;P;WIRASWASTA NON FORMAL;2500000;08. SUMATERA UTARA;2W_MPL
2944;25;P;WIRASWASTA NON FORMAL;3000000;08. SUMATERA UTARA;MOTOR BEKAS
2945;49;L;PEG.SWASTA FORMAL;16500000;08. SUMATERA UTARA;MOBIL BARU
2946;37;L;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
2947;37;L;WIRASWASTA NON FORMAL;8000000;01. JABOTABEK;MOTOR BARU
2948;31;L;PEG.SWASTA FORMAL;5000000;01. JABOTABEK;DURABLE
2949;43;L;WIRASWASTA NON FORMAL;2500000;08. SUMATERA UTARA;2W_MPL
2950;36;L;PEG.SWASTA FORMAL;7845000;01. JABOTABEK;MOTOR BARU
2951;23;L;WIRASWASTA NON FORMAL;3000000;08. SUMATERA UTARA;2W_MPL
2952;27;L;PEG.SWASTA FORMAL;5500000;01. JABOTABEK;MOTOR BARU
2953;24;L;PEG.SWASTA FORMAL;5270000;01. JABOTABEK;MOTOR BARU
2954;50;P;WIRASWASTA NON FORMAL;8000000;03. JATIM;MOTOR BARU
2955;49;L;WIRASWASTA NON FORMAL;2500000;03. JATIM;MOTOR BARU
2956;21;L;PEG.SWASTA FORMAL;7200000;03. JATIM;MOTOR BARU
2957;23;L;PEG.SWASTA FORMAL;2500000;03. JATIM;MOTOR BARU
2958;31;P;PEG.SWASTA FORMAL;4000000;03. JATIM;MOTOR BARU
2959;30;L;PEG.SWASTA FORMAL;2850000;03. JATIM;MOTOR BARU
2960;53;P;WIRASWASTA NON FORMAL;2500000;03. JATIM;2W_MPL
2961;38;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
2962;19;L;PEG.SWASTA FORMAL;5000000;03. JATIM;MOTOR BARU
2963;33;P;WIRASWASTA NON FORMAL;2000000;03. JATIM;2W_MPL
2964;49;P;WIRASWASTA NON FORMAL;3800000;02. JABAR;MOTOR BARU
2965;38;P;WIRASWASTA NON FORMAL;4800000;02. JABAR;MOTOR BARU
2966;24;L;PEG.SWASTA NON FORMAL;5500000;02. JABAR;2W_MPL
2967;21;L;PEG.SWASTA FORMAL;5300000;02. JABAR;MOTOR BARU
2968;23;L;PEG.SWASTA FORMAL;4100000;02. JABAR;MOTOR BARU
2969;26;L;WIRASWASTA NON FORMAL;16000000;06. SULAWESI;MOBIL BARU
2970;37;L;WIRASWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BARU
2971;52;L;WIRASWASTA NON FORMAL;4500000;06. SULAWESI;MOTOR BARU
2972;27;L;PEG.SWASTA FORMAL;3700000;02. JABAR;MOTOR BEKAS
2973;27;L;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;MOTOR BARU
2974;30;L;PEG.SWASTA FORMAL;4700000;06. SULAWESI;MOTOR BEKAS
2975;35;P;WIRASWASTA NON FORMAL;3100000;09. SUMATERA SELATAN;MOTOR BEKAS
2976;50;L;WIRASWASTA NON FORMAL;2500000;09. SUMATERA SELATAN;2W_MPL
2977;29;L;PEG.SWASTA FORMAL;2000000;09. SUMATERA SELATAN;MOTOR BARU
2978;42;P;WIRASWASTA NON FORMAL;3300000;09. SUMATERA SELATAN;MOTOR BARU
2979;36;L;WIRASWASTA NON FORMAL;4000000;09. SUMATERA SELATAN;MOTOR BARU
2980;24;L;PEG.SWASTA FORMAL;3850000;09. SUMATERA SELATAN;MOTOR BARU
2981;43;L;WIRASWASTA NON FORMAL;6000000;01. JABOTABEK;MOTOR BARU
2982;29;L;PEG.SWASTA FORMAL;3000000;03. JATIM;DURABLE
2983;30;P;PEG.SWASTA FORMAL;15000000;01. JABOTABEK;MOBIL BARU
2984;42;L;WIRASWASTA NON FORMAL;5000000;03. JATIM;MOTOR BARU
2985;39;P;PEG.SWASTA FORMAL;3000000;03. JATIM;DURABLE
2986;30;L;PEG.SWASTA NON FORMAL;3500000;04. JATENG;MOTOR BARU
2987;32;L;WIRASWASTA NON FORMAL;4200000;06. SULAWESI;MOTOR BEKAS
2988;36;L;PEG.SWASTA FORMAL;2700000;06. SULAWESI;MOTOR BEKAS
2989;46;P;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;MOTOR BEKAS
2990;43;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
2991;44;L;PEG.SWASTA FORMAL;5900000;01. JABOTABEK;MOTOR BARU
2992;43;P;PEG.SWASTA FORMAL;8000000;03. JATIM;MOTOR BARU
2993;45;L;PEG.SWASTA NON FORMAL;6000000;03. JATIM;MOTOR BARU
2994;35;P;WIRASWASTA NON FORMAL;3350000;03. JATIM;MOTOR BARU
2995;32;P;WIRASWASTA NON FORMAL;4460000;08. SUMATERA UTARA;2W_MPL
2996;35;L;PEG.SWASTA FORMAL;4000000;08. SUMATERA UTARA;2W_MPL
2997;42;L;WIRASWASTA NON FORMAL;13600000;06. SULAWESI;MOBIL BEKAS
2998;39;L;WIRASWASTA NON FORMAL;11800000;06. SULAWESI;MOBIL BARU
2999;29;P;WIRASWASTA NON FORMAL;4000000;02. JABAR;MOTOR BARU
3000;33;L;WIRASWASTA NON FORMAL;28000000;06. SULAWESI;MOBIL BARU
3001;47;L;WIRASWASTA NON FORMAL;20000000;06. SULAWESI;MOBIL BARU
3002;42;L;PEG.NEGERI;4700000;03. JATIM;2W_MPL
3003;28;P;WIRASWASTA NON FORMAL;5000000;03. JATIM;2W_MPL
3004;22;P;WIRASWASTA NON FORMAL;4100000;08. SUMATERA UTARA;MOTOR BARU
3005;45;P;WIRASWASTA NON FORMAL;2050000;08. SUMATERA UTARA;2W_MPL
3006;50;P;WIRASWASTA NON FORMAL;1800000;08. SUMATERA UTARA;2W_MPL
3007;27;L;PEG.SWASTA FORMAL;8017605;08. SUMATERA UTARA;MOBIL BARU
3008;51;P;WIRASWASTA NON FORMAL;13600000;08. SUMATERA UTARA;MOBIL BARU
3009;36;P;WIRASWASTA FORMAL;10216400;08. SUMATERA UTARA;MOBIL BARU
3010;23;L;PEG.SWASTA NON FORMAL;6500000;01. JABOTABEK;MOTOR BARU
3011;28;L;PEG.SWASTA FORMAL;5900000;01. JABOTABEK;MOTOR BARU
3012;26;L;PEG.SWASTA FORMAL;7500000;01. JABOTABEK;MOTOR BARU
3013;26;L;WIRASWASTA NON FORMAL;8800000;01. JABOTABEK;MOTOR BARU
3014;39;L;PEG.SWASTA FORMAL;6000000;01. JABOTABEK;MOTOR BARU
3015;51;L;PEG.SWASTA FORMAL;5000000;08. SUMATERA UTARA;MOTOR BEKAS
3016;36;P;PEG.SWASTA FORMAL;3100000;01. JABOTABEK;MOTOR BARU
3017;22;L;PEG.SWASTA FORMAL;5500000;01. JABOTABEK;MOTOR BARU
3018;27;L;PEG.SWASTA FORMAL;3500000;01. JABOTABEK;MOTOR BARU
3019;32;L;PEG.SWASTA FORMAL;8000000;01. JABOTABEK;MOTOR BARU
3020;45;L;PEG.SWASTA FORMAL;5600000;01. JABOTABEK;MOTOR BARU
3021;24;L;PEG.SWASTA FORMAL;4500000;01. JABOTABEK;MOTOR BARU
3022;40;L;PEG.SWASTA NON FORMAL;3000000;01. JABOTABEK;MOTOR BARU
3023;26;L;PEG.SWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
3024;46;P;WIRASWASTA NON FORMAL;3500000;06. SULAWESI;MOTOR BEKAS
3025;37;L;WIRASWASTA NON FORMAL;11000000;06. SULAWESI;MOTOR BEKAS
3026;49;L;WIRASWASTA NON FORMAL;9375000;05. KALIMANTAN;MOBIL BEKAS
3027;21;L;PEG.SWASTA FORMAL;7166000;05. KALIMANTAN;MOTOR BARU
3028;24;P;PEG.SWASTA FORMAL;3300000;05. KALIMANTAN;MOTOR BEKAS
3029;52;L;WIRASWASTA NON FORMAL;6000000;06. SULAWESI;MOTOR BARU
3030;36;P;PEG.NEGERI;3200000;06. SULAWESI;MOTOR BEKAS
3031;42;L;WIRASWASTA NON FORMAL;9935000;06. SULAWESI;MOBIL BEKAS
3032;28;L;PEG.SWASTA FORMAL;2500000;06. SULAWESI;MOTOR BARU
3033;38;L;WIRASWASTA NON FORMAL;4500000;09. SUMATERA SELATAN;MOTOR BEKAS
3034;30;P;PEG.NEGERI;4800000;06. SULAWESI;MOTOR BEKAS
3035;33;L;WIRASWASTA NON FORMAL;5150000;06. SULAWESI;MOTOR BARU
3036;46;L;WIRASWASTA NON FORMAL;4100000;06. SULAWESI;MOTOR BARU
3037;57;L;WIRASWASTA NON FORMAL;6000000;06. SULAWESI;MOTOR BARU
3038;37;P;WIRASWASTA NON FORMAL;6500000;06. SULAWESI;MOTOR BARU
3039;33;P;WIRASWASTA NON FORMAL;12000000;06. SULAWESI;MOBIL BEKAS
3040;38;P;PEG.SWASTA FORMAL;3000000;04. JATENG;MOTOR BARU
3041;22;P;PEG.SWASTA NON FORMAL;4000000;04. JATENG;MOTOR BARU
3042;48;L;PEG.SWASTA FORMAL;5500000;01. JABOTABEK;MOTOR BARU
3043;48;L;PEG.SWASTA FORMAL;8200000;01. JABOTABEK;MOTOR BARU
3044;49;P;WIRASWASTA NON FORMAL;4000000;01. JABOTABEK;MOTOR BARU
3045;48;L;PEG.SWASTA FORMAL;7150000;01. JABOTABEK;MOTOR BARU
3046;39;L;WIRASWASTA NON FORMAL;5000000;01. JABOTABEK;MOTOR BARU
3047;32;L;PEG.SWASTA FORMAL;11500000;01. JABOTABEK;MOTOR BARU
3048;51;P;WIRASWASTA FORMAL;6500000;01. JABOTABEK;MOTOR BARU
3049;29;P;WIRASWASTA FORMAL;7000000;01. JABOTABEK;MOTOR BARU
3050;37;P;PEG.SWASTA FORMAL;6200000;01. JABOTABEK;MOTOR BARU
3051;54;L;WIRASWASTA FORMAL;37600000;06. SULAWESI;MOBIL BARU
3052;24;L;WIRASWASTA NON FORMAL;10000000;06. SULAWESI;MOBIL BEKAS
3053;40;P;WIRASWASTA NON FORMAL;3300000;06. SULAWESI;2W_MPL
3054;25;L;PEG.SWASTA FORMAL;8500000;03. JATIM;MOTOR BARU
3055;27;L;WIRASWASTA NON FORMAL;4000000;06. SULAWESI;MOTOR BARU
3056;46;P;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;2W_MPL
3057;37;L;WIRASWASTA NON FORMAL;5000000;06. SULAWESI;MOTOR BEKAS
3058;22;P;WIRASWASTA NON FORMAL;2500000;06. SULAWESI;2W_MPL
3059;25;L;WIRASWASTA NON FORMAL;12000000;06. SULAWESI;MOBIL BARU
3060;54;L;WIRASWASTA NON FORMAL;22000000;06. SULAWESI;MOBIL BARU
3061;31;L;WIRASWASTA NON FORMAL;16000000;06. SULAWESI;MOBIL BARU
3062;26;L;WIRASWASTA FORMAL;12000000;05. KALIMANTAN;MOTOR BARU
3063;22;P;WIRASWASTA NON FORMAL;3500000;05. KALIMANTAN;MOTOR BEKAS
3064;19;L;PEG.SWASTA NON FORMAL;5650000;04. JATENG;MOTOR BARU
3065;27;P;PEG.SWASTA FORMAL;3300000;02. JABAR;MOTOR BARU
3066;40;P;WIRASWASTA NON FORMAL;5565000;02. JABAR;MOTOR BARU
3067;28;L;PEG.SWASTA FORMAL;7100000;04. JATENG;2W_MPL
3068;44;L;PEG.SWASTA FORMAL;3500000;04. JATENG;2W_MPL
